,Año,Trimestre,Provincia,Mbps (Media de bajada),Fecha
526,2019,1,Tierra Del Fuego,6.3411014506123,2019-01-01
527,2019,1,Tucumán,16.5732999645796,2019-01-01
528,2018,4,Buenos Aires,16.9343630101501,2018-10-01
529,2018,4,Capital Federal,22.9353019922347,2018-10-01
530,2018,4,Catamarca,8.04392020265991,2018-10-01
531,2018,4,Chaco,13.4920835702103,2018-10-01
532,2018,4,Chubut,6.08522390368403,2018-10-01
533,2018,4,Córdoba,15.8136674336298,2018-10-01
534,2018,4,Corrientes,12.1389233933877,2018-10-01
535,2018,4,Entre Ríos,11.023282490377,2018-10-01
536,2018,4,Formosa,9.8168937119138,2018-10-01
537,2018,4,Jujuy,8.56273760175261,2018-10-01
538,2018,4,La Pampa,4.31909495794348,2018-10-01
539,2018,4,La Rioja,7.09338212515489,2018-10-01
540,2018,4,Mendoza,5.74667510243432,2018-10-01
541,2018,4,Misiones,12.4951126741558,2018-10-01
542,2018,4,Neuquén,15.8912336460704,2018-10-01
543,2018,4,Río Negro,10.4870055652755,2018-10-01
544,2018,4,Salta,10.4572840891359,2018-10-01
545,2018,4,San Juan,5.71526653935785,2018-10-01
546,2018,4,San Luis,8.81899279190052,2018-10-01
547,2018,4,Santa Cruz,5.11950736477287,2018-10-01
548,2018,4,Santa Fe,13.1792348999695,2018-10-01
549,2018,4,Santiago Del Estero,6.30925524385175,2018-10-01
550,2018,4,Tierra Del Fuego,7.43656200821403,2018-10-01
551,2018,4,Tucumán,16.5832344455303,2018-10-01
552,2018,3,Buenos Aires,16.7797351323622,2018-07-01
553,2018,3,Capital Federal,21.6433683640614,2018-07-01
554,2018,3,Catamarca,7.80652194153063,2018-07-01
555,2018,3,Chaco,12.8949618906093,2018-07-01
556,2018,3,Chubut,6.07672232294286,2018-07-01
557,2018,3,Córdoba,14.8182495375679,2018-07-01
558,2018,3,Corrientes,11.4932283654571,2018-07-01
559,2018,3,Entre Ríos,10.5247535062873,2018-07-01
560,2018,3,Formosa,9.31849544106828,2018-07-01
561,2018,3,Jujuy,7.66987215181415,2018-07-01
562,2018,3,La Pampa,4.28304837616766,2018-07-01
563,2018,3,La Rioja,6.1560132256261,2018-07-01
564,2018,3,Mendoza,5.78601567715813,2018-07-01
565,2018,3,Misiones,12.4874857587211,2018-07-01
566,2018,3,Neuquén,14.6742442866248,2018-07-01
567,2018,3,Río Negro,10.0644600810675,2018-07-01
568,2018,3,Salta,9.26584817756241,2018-07-01
569,2018,3,San Juan,5.73820472587736,2018-07-01
570,2018,3,San Luis,8.81498757935413,2018-07-01
571,2018,3,Santa Cruz,5.36971571660038,2018-07-01
572,2018,3,Santa Fe,12.3573260434886,2018-07-01
573,2018,3,Santiago Del Estero,5.77984251236905,2018-07-01
574,2018,3,Tierra Del Fuego,5.98788374717833,2018-07-01
575,2018,3,Tucumán,15.2559503624883,2018-07-01
576,2018,2,Buenos Aires,14.6793755121758,2018-04-01
577,2018,2,Capital Federal,18.9381345892782,2018-04-01
578,2018,2,Catamarca,7.69309650745294,2018-04-01
579,2018,2,Chaco,12.4994601819958,2018-04-01
580,2018,2,Chubut,5.32985773059891,2018-04-01
581,2018,2,Córdoba,13.8768094063495,2018-04-01
582,2018,2,Corrientes,10.8776528955992,2018-04-01
583,2018,2,Entre Ríos,10.18670275176,2018-04-01
584,2018,2,Formosa,8.97498653077717,2018-04-01
585,2018,2,Jujuy,6.28934558921364,2018-04-01
586,2018,2,La Pampa,4.09836417105747,2018-04-01
587,2018,2,La Rioja,5.59186158436808,2018-04-01
588,2018,2,Mendoza,5.88052966304504,2018-04-01
589,2018,2,Misiones,11.759657402552,2018-04-01
590,2018,2,Neuquén,13.365011560108,2018-04-01
591,2018,2,Río Negro,9.50959511437395,2018-04-01
592,2018,2,Salta,8.92827170644268,2018-04-01
593,2018,2,San Juan,5.84559783069231,2018-04-01
594,2018,2,San Luis,5.90057518488085,2018-04-01
595,2018,2,Santa Cruz,5.18928995085579,2018-04-01
596,2018,2,Santa Fe,11.7488846228176,2018-04-01
597,2018,2,Santiago Del Estero,5.91100164699838,2018-04-01
598,2018,2,Tierra Del Fuego,5.94274505737592,2018-04-01
599,2018,2,Tucumán,13.5065457296271,2018-04-01
600,2018,1,Buenos Aires,14.1988896446809,2018-01-01
601,2018,1,Capital Federal,17.7455773041801,2018-01-01
602,2018,1,Catamarca,8.19886052871468,2018-01-01
603,2018,1,Chaco,12.444064678645,2018-01-01
604,2018,1,Chubut,5.41863793882778,2018-01-01
605,2018,1,Córdoba,12.7905712174005,2018-01-01
606,2018,1,Corrientes,11.1185028652536,2018-01-01
607,2018,1,Entre Ríos,9.87523936699876,2018-01-01
608,2018,1,Formosa,11.0568153674695,2018-01-01
609,2018,1,Jujuy,6.74118587938453,2018-01-01
610,2018,1,La Pampa,3.9951313520641,2018-01-01
611,2018,1,La Rioja,5.89082060411163,2018-01-01
612,2018,1,Mendoza,5.88162696916937,2018-01-01
613,2018,1,Misiones,12.082189465143,2018-01-01
614,2018,1,Neuquén,11.9604599560741,2018-01-01
615,2018,1,Río Negro,8.97624319436158,2018-01-01
616,2018,1,Salta,9.1894409821995,2018-01-01
617,2018,1,San Juan,5.85058103554975,2018-01-01
618,2018,1,San Luis,5.89436270457927,2018-01-01
619,2018,1,Santa Cruz,5.18928995085579,2018-01-01
620,2018,1,Santa Fe,11.173305005746,2018-01-01
621,2018,1,Santiago Del Estero,6.24821072216304,2018-01-01
622,2018,1,Tierra Del Fuego,5.76808203603288,2018-01-01
623,2018,1,Tucumán,9.35563168480611,2018-01-01
624,2017,4,Buenos Aires,12.9720825438982,2017-10-01
625,2017,4,Capital Federal,15.2022188691604,2017-10-01
626,2017,4,Catamarca,7.78415435139573,2017-10-01
627,2017,4,Chaco,11.7028681219594,2017-10-01
628,2017,4,Chubut,5.40823807689014,2017-10-01
629,2017,4,Córdoba,11.6365847011566,2017-10-01
630,2017,4,Corrientes,10.384400430892,2017-10-01
631,2017,4,Entre Ríos,9.29596061999907,2017-10-01
632,2017,4,Formosa,10.1141704637663,2017-10-01
633,2017,4,Jujuy,6.63882127356649,2017-10-01
634,2017,4,La Pampa,3.9758194449815,2017-10-01
635,2017,4,La Rioja,5.87758884950666,2017-10-01
636,2017,4,Mendoza,5.71002586675844,2017-10-01
637,2017,4,Misiones,11.3241237232496,2017-10-01
638,2017,4,Neuquén,10.7191515245403,2017-10-01
639,2017,4,Río Negro,8.04552232467275,2017-10-01
640,2017,4,Salta,8.45174276777563,2017-10-01
641,2017,4,San Juan,5.83226007301013,2017-10-01
642,2017,4,San Luis,5.73220880135405,2017-10-01
643,2017,4,Santa Cruz,5.20658482887451,2017-10-01
644,2017,4,Santa Fe,10.2974946018472,2017-10-01
645,2017,4,Santiago Del Estero,6.16560021498504,2017-10-01
646,2017,4,Tierra Del Fuego,5.20322570453684,2017-10-01
647,2017,4,Tucumán,9.10602130718706,2017-10-01
648,2017,3,Buenos Aires,8.42570621185365,2017-07-01
649,2017,3,Capital Federal,10.6357202740733,2017-07-01
650,2017,3,Catamarca,5.26001806671356,2017-07-01
651,2017,3,Chaco,8.4848712875555,2017-07-01
652,2017,3,Chubut,3.47834691566909,2017-07-01
653,2017,3,Córdoba,9.11557287304998,2017-07-01
654,2017,3,Corrientes,7.44741642808526,2017-07-01
655,2017,3,Entre Ríos,6.99340063934965,2017-07-01
656,2017,3,Formosa,7.06882153411281,2017-07-01
657,2017,3,Jujuy,4.6890067253692,2017-07-01
658,2017,3,La Pampa,3.43810111433207,2017-07-01
659,2017,3,La Rioja,5.01009020876666,2017-07-01
660,2017,3,Mendoza,3.51296266166304,2017-07-01
661,2017,3,Misiones,8.43038302528699,2017-07-01
662,2017,3,Neuquén,8.16517738570226,2017-07-01
663,2017,3,Río Negro,5.48727880467388,2017-07-01
664,2017,3,Salta,6.13314620689655,2017-07-01
665,2017,3,San Juan,3.44978420649118,2017-07-01
666,2017,3,San Luis,3.50338739319684,2017-07-01
667,2017,3,Santa Cruz,3.61047050575864,2017-07-01
668,2017,3,Santa Fe,7.79221514839974,2017-07-01
669,2017,3,Santiago Del Estero,5.17855807833537,2017-07-01
670,2017,3,Tierra Del Fuego,3.47535827186512,2017-07-01
671,2017,3,Tucumán,6.3851768015554,2017-07-01
672,2017,2,Buenos Aires,7.19874775188798,2017-04-01
673,2017,2,Capital Federal,8.84321983078825,2017-04-01
674,2017,2,Catamarca,5.10218282589971,2017-04-01
675,2017,2,Chaco,7.68921343354413,2017-04-01
676,2017,2,Chubut,3.44726909222351,2017-04-01
677,2017,2,Córdoba,7.42132179907677,2017-04-01
678,2017,2,Corrientes,6.79158048260705,2017-04-01
679,2017,2,Entre Ríos,6.28781010629277,2017-04-01
680,2017,2,Formosa,6.1786533146405,2017-04-01
681,2017,2,Jujuy,4.54186187819401,2017-04-01
682,2017,2,La Pampa,3.31825936149611,2017-04-01
683,2017,2,La Rioja,5.53385510805501,2017-04-01
684,2017,2,Mendoza,3.50725586321512,2017-04-01
685,2017,2,Misiones,7.60433849052066,2017-04-01
686,2017,2,Neuquén,6.70061069844688,2017-04-01
687,2017,2,Río Negro,4.74135085738145,2017-04-01
688,2017,2,Salta,5.75621313483984,2017-04-01
689,2017,2,San Juan,3.49203380952381,2017-04-01
690,2017,2,San Luis,3.50282414997505,2017-04-01
691,2017,2,Santa Cruz,3.60311348968991,2017-04-01
692,2017,2,Santa Fe,6.8387492504462,2017-04-01
693,2017,2,Santiago Del Estero,5.05794740805446,2017-04-01
694,2017,2,Tierra Del Fuego,3.47676146737609,2017-04-01
695,2017,2,Tucumán,6.09328044562472,2017-04-01
696,2017,1,Buenos Aires,6.67848257709171,2017-01-01
697,2017,1,Capital Federal,8.34814731669542,2017-01-01
698,2017,1,Catamarca,4.97378483754513,2017-01-01
699,2017,1,Chaco,7.30790539827282,2017-01-01
700,2017,1,Chubut,3.44338620087336,2017-01-01
701,2017,1,Córdoba,6.79947763737,2017-01-01
702,2017,1,Corrientes,6.43297127701597,2017-01-01
703,2017,1,Entre Ríos,5.95147457570752,2017-01-01
704,2017,1,Formosa,5.74238893190157,2017-01-01
705,2017,1,Jujuy,4.39386125963475,2017-01-01
706,2017,1,La Pampa,3.22081358421833,2017-01-01
707,2017,1,La Rioja,5.42718047337278,2017-01-01
708,2017,1,Mendoza,3.5072942051441,2017-01-01
709,2017,1,Misiones,7.34104198891632,2017-01-01
710,2017,1,Neuquén,6.03483614442139,2017-01-01
711,2017,1,Río Negro,4.44944887797169,2017-01-01
712,2017,1,Salta,5.33537121782187,2017-01-01
713,2017,1,San Juan,3.49243516124643,2017-01-01
714,2017,1,San Luis,3.50282414997505,2017-01-01
715,2017,1,Santa Cruz,3.59193007563632,2017-01-01
716,2017,1,Santa Fe,6.28403648689241,2017-01-01
717,2017,1,Santiago Del Estero,4.94896583328499,2017-01-01
718,2017,1,Tierra Del Fuego,3.47676146737609,2017-01-01
719,2017,1,Tucumán,5.87550732569558,2017-01-01
720,2016,4,Buenos Aires,6.35154645026031,2016-10-01
721,2016,4,Capital Federal,7.95759624275289,2016-10-01
722,2016,4,Catamarca,4.88571130511986,2016-10-01
723,2016,4,Chaco,7.07753100591982,2016-10-01
724,2016,4,Chubut,3.40719129144482,2016-10-01
725,2016,4,Córdoba,6.46674036390561,2016-10-01
726,2016,4,Corrientes,6.23624560407751,2016-10-01
727,2016,4,Entre Ríos,5.80735082912761,2016-10-01
728,2016,4,Formosa,5.63067416491632,2016-10-01
729,2016,4,Jujuy,4.32396274574204,2016-10-01
730,2016,4,La Pampa,3.1895597297498,2016-10-01
731,2016,4,La Rioja,5.34376242721422,2016-10-01
732,2016,4,Mendoza,3.50660346974538,2016-10-01
733,2016,4,Misiones,7.10947580910136,2016-10-01
734,2016,4,Neuquén,5.67844630654237,2016-10-01
735,2016,4,Río Negro,4.36993046316533,2016-10-01
736,2016,4,Salta,5.22088357784697,2016-10-01
737,2016,4,San Juan,3.49113555404487,2016-10-01
738,2016,4,San Luis,3.50282414997505,2016-10-01
739,2016,4,Santa Cruz,3.56391640895886,2016-10-01
740,2016,4,Santa Fe,6.04023332894067,2016-10-01
741,2016,4,Santiago Del Estero,4.86679443144862,2016-10-01
742,2016,4,Tierra Del Fuego,3.47676146737609,2016-10-01
743,2016,4,Tucumán,5.72776693420211,2016-10-01
744,2016,3,Buenos Aires,5.91491800816368,2016-07-01
745,2016,3,Capital Federal,7.38017269920781,2016-07-01
746,2016,3,Catamarca,4.72524117995849,2016-07-01
747,2016,3,Chaco,6.71822036324595,2016-07-01
748,2016,3,Chubut,3.34386632798464,2016-07-01
749,2016,3,Córdoba,6.06852692351841,2016-07-01
750,2016,3,Corrientes,5.95819256106671,2016-07-01
751,2016,3,Entre Ríos,5.58642748832949,2016-07-01
752,2016,3,Formosa,5.4161310069991,2016-07-01
753,2016,3,Jujuy,4.21529113090901,2016-07-01
754,2016,3,La Pampa,3.14499842618823,2016-07-01
755,2016,3,La Rioja,5.07673173900207,2016-07-01
756,2016,3,Mendoza,3.50729080145311,2016-07-01
757,2016,3,Misiones,6.74122226984224,2016-07-01
758,2016,3,Neuquén,5.29216686473129,2016-07-01
759,2016,3,Río Negro,4.16292428248275,2016-07-01
760,2016,3,Salta,5.05287443655048,2016-07-01
761,2016,3,San Juan,3.48906744628773,2016-07-01
762,2016,3,San Luis,3.50302377404017,2016-07-01
763,2016,3,Santa Cruz,3.53583356483625,2016-07-01
764,2016,3,Santa Fe,5.67726376156478,2016-07-01
765,2016,3,Santiago Del Estero,4.67012308701355,2016-07-01
766,2016,3,Tierra Del Fuego,3.47654537746248,2016-07-01
767,2016,3,Tucumán,5.5446832601914,2016-07-01
768,2016,2,Buenos Aires,5.41514436700482,2016-04-01
769,2016,2,Capital Federal,6.57621893245929,2016-04-01
770,2016,2,Catamarca,4.36483596451661,2016-04-01
771,2016,2,Chaco,6.29735751095808,2016-04-01
772,2016,2,Chubut,3.33597349898555,2016-04-01
773,2016,2,Córdoba,5.51691282300281,2016-04-01
774,2016,2,Corrientes,5.60182256952425,2016-04-01
775,2016,2,Entre Ríos,5.13114278330125,2016-04-01
776,2016,2,Formosa,5.10413219586628,2016-04-01
777,2016,2,Jujuy,3.84335304395807,2016-04-01
778,2016,2,La Pampa,3.14606780652538,2016-04-01
779,2016,2,La Rioja,4.77384306700108,2016-04-01
780,2016,2,Mendoza,3.50016856787161,2016-04-01
781,2016,2,Misiones,6.23366056675479,2016-04-01
782,2016,2,Neuquén,4.86640695565863,2016-04-01
783,2016,2,Río Negro,3.97661641190515,2016-04-01
784,2016,2,Salta,4.74937893532293,2016-04-01
785,2016,2,San Juan,3.48837182942843,2016-04-01
786,2016,2,San Luis,3.50198336917563,2016-04-01
787,2016,2,Santa Cruz,3.50211502760046,2016-04-01
788,2016,2,Santa Fe,5.13859853091851,2016-04-01
789,2016,2,Santiago Del Estero,4.30981517959065,2016-04-01
790,2016,2,Tierra Del Fuego,3.47869246321177,2016-04-01
791,2016,2,Tucumán,5.20097976176087,2016-04-01
792,2016,1,Buenos Aires,4.99216843748391,2016-01-01
793,2016,1,Capital Federal,6.0474037028117,2016-01-01
794,2016,1,Catamarca,4.20358844929513,2016-01-01
795,2016,1,Chaco,5.99147268320831,2016-01-01
796,2016,1,Chubut,3.37966393307142,2016-01-01
797,2016,1,Córdoba,5.15680161704967,2016-01-01
798,2016,1,Corrientes,5.37127911707625,2016-01-01
799,2016,1,Entre Ríos,5.08457490560524,2016-01-01
800,2016,1,Formosa,4.87233338042096,2016-01-01
801,2016,1,Jujuy,3.77122134259834,2016-01-01
802,2016,1,La Pampa,3.04764203627926,2016-01-01
803,2016,1,La Rioja,4.61697393805045,2016-01-01
804,2016,1,Mendoza,3.50286892297888,2016-01-01
805,2016,1,Misiones,6.00096871738031,2016-01-01
806,2016,1,Neuquén,4.42049314901527,2016-01-01
807,2016,1,Río Negro,3.82665919682892,2016-01-01
808,2016,1,Salta,4.74185878457152,2016-01-01
809,2016,1,San Juan,3.48552349076048,2016-01-01
810,2016,1,San Luis,3.50290043923865,2016-01-01
811,2016,1,Santa Cruz,3.48315808971074,2016-01-01
812,2016,1,Santa Fe,4.89813602895205,2016-01-01
813,2016,1,Santiago Del Estero,4.17401156430692,2016-01-01
814,2016,1,Tierra Del Fuego,3.47508263271679,2016-01-01
815,2016,1,Tucumán,5.00403664067989,2016-01-01
816,2015,4,Buenos Aires,4.88414890585654,2015-10-01
817,2015,4,Capital Federal,5.92780352297904,2015-10-01
818,2015,4,Catamarca,4.1242683691587,2015-10-01
819,2015,4,Chaco,5.82838418079096,2015-10-01
820,2015,4,Chubut,3.2838650316133,2015-10-01
821,2015,4,Córdoba,5.06708149326841,2015-10-01
822,2015,4,Corrientes,5.25948212049208,2015-10-01
823,2015,4,Entre Ríos,5.00785590529936,2015-10-01
824,2015,4,Formosa,4.66030856858068,2015-10-01
825,2015,4,Jujuy,3.7246804758923,2015-10-01
826,2015,4,La Pampa,2.93674770722963,2015-10-01
827,2015,4,La Rioja,4.52167186392629,2015-10-01
828,2015,4,Mendoza,3.5017779300891,2015-10-01
829,2015,4,Misiones,5.9022914436487,2015-10-01
830,2015,4,Neuquén,4.35559286155294,2015-10-01
831,2015,4,Río Negro,3.76893229959851,2015-10-01
832,2015,4,Salta,4.67346703814158,2015-10-01
833,2015,4,San Juan,3.48160411695573,2015-10-01
834,2015,4,San Luis,3.50293742586002,2015-10-01
835,2015,4,Santa Cruz,3.48096796191061,2015-10-01
836,2015,4,Santa Fe,4.80987377455356,2015-10-01
837,2015,4,Santiago Del Estero,4.09410169145076,2015-10-01
838,2015,4,Tierra Del Fuego,3.47482486424173,2015-10-01
839,2015,4,Tucumán,4.88229794633078,2015-10-01
840,2015,3,Buenos Aires,4.70059791427046,2015-07-01
841,2015,3,Capital Federal,5.66468043459464,2015-07-01
842,2015,3,Catamarca,3.88456387259975,2015-07-01
843,2015,3,Chaco,5.46643296553986,2015-07-01
844,2015,3,Chubut,3.27903841147495,2015-07-01
845,2015,3,Córdoba,4.86784900122509,2015-07-01
846,2015,3,Corrientes,5.06347381678221,2015-07-01
847,2015,3,Entre Ríos,4.76671236672909,2015-07-01
848,2015,3,Formosa,4.16616410219452,2015-07-01
849,2015,3,Jujuy,3.53272455120101,2015-07-01
850,2015,3,La Pampa,2.91493221414279,2015-07-01
851,2015,3,La Rioja,4.24585057539801,2015-07-01
852,2015,3,Mendoza,3.50016095102191,2015-07-01
853,2015,3,Misiones,5.63428905090369,2015-07-01
854,2015,3,Neuquén,4.22994398489574,2015-07-01
855,2015,3,Río Negro,3.73683145620249,2015-07-01
856,2015,3,Salta,4.42183141297756,2015-07-01
857,2015,3,San Juan,3.48109282037388,2015-07-01
858,2015,3,San Luis,3.50275387159826,2015-07-01
859,2015,3,Santa Cruz,3.48068774435859,2015-07-01
860,2015,3,Santa Fe,4.55989545240263,2015-07-01
861,2015,3,Santiago Del Estero,3.91123732169146,2015-07-01
862,2015,3,Tierra Del Fuego,3.47772105693272,2015-07-01
863,2015,3,Tucumán,4.5723186672303,2015-07-01
864,2015,2,Buenos Aires,4.46349566354801,2015-04-01
865,2015,2,Capital Federal,5.31214873823781,2015-04-01
866,2015,2,Catamarca,3.68250829503855,2015-04-01
867,2015,2,Chaco,5.19477141425948,2015-04-01
868,2015,2,Chubut,3.21657164748512,2015-04-01
869,2015,2,Córdoba,4.55793766620085,2015-04-01
870,2015,2,Corrientes,4.84719763799374,2015-04-01
871,2015,2,Entre Ríos,4.55056996750087,2015-04-01
872,2015,2,Formosa,3.76491568402765,2015-04-01
873,2015,2,Jujuy,3.40867884314609,2015-04-01
874,2015,2,La Pampa,2.86265664010624,2015-04-01
875,2015,2,La Rioja,4.00155139620813,2015-04-01
876,2015,2,Mendoza,3.49972410886249,2015-04-01
877,2015,2,Misiones,5.32756264967692,2015-04-01
878,2015,2,Neuquén,4.05961773753304,2015-04-01
879,2015,2,Río Negro,3.66673444862143,2015-04-01
880,2015,2,Salta,4.21812164568684,2015-04-01
881,2015,2,San Juan,3.47891928906671,2015-04-01
882,2015,2,San Luis,3.50277095310136,2015-04-01
883,2015,2,Santa Cruz,3.47332349743749,2015-04-01
884,2015,2,Santa Fe,4.30319618165638,2015-04-01
885,2015,2,Santiago Del Estero,3.72881129536047,2015-04-01
886,2015,2,Tierra Del Fuego,3.47751587628866,2015-04-01
887,2015,2,Tucumán,4.30681276746996,2015-04-01
888,2015,1,Buenos Aires,4.32380370934677,2015-01-01
889,2015,1,Capital Federal,4.99971168387637,2015-01-01
890,2015,1,Catamarca,3.48360366096299,2015-01-01
891,2015,1,Chaco,4.89990879703037,2015-01-01
892,2015,1,Chubut,3.2131565777598,2015-01-01
893,2015,1,Córdoba,4.30427928200685,2015-01-01
894,2015,1,Corrientes,4.62819022139316,2015-01-01
895,2015,1,Entre Ríos,4.34674650578663,2015-01-01
896,2015,1,Formosa,3.38115011235955,2015-01-01
897,2015,1,Jujuy,3.24190210859827,2015-01-01
898,2015,1,La Pampa,2.83409951021787,2015-01-01
899,2015,1,La Rioja,3.78040210603649,2015-01-01
900,2015,1,Mendoza,3.49913067089835,2015-01-01
901,2015,1,Misiones,4.9730042513212,2015-01-01
902,2015,1,Neuquén,3.91149163819858,2015-01-01
903,2015,1,Río Negro,3.58529708825738,2015-01-01
904,2015,1,Salta,4.02277793616362,2015-01-01
905,2015,1,San Juan,3.47698917009324,2015-01-01
906,2015,1,San Luis,3.50099427046543,2015-01-01
907,2015,1,Santa Cruz,3.47421703066738,2015-01-01
908,2015,1,Santa Fe,4.06328306840814,2015-01-01
909,2015,1,Santiago Del Estero,3.57110412512624,2015-01-01
910,2015,1,Tierra Del Fuego,3.45387808575141,2015-01-01
911,2015,1,Tucumán,4.07107804024244,2015-01-01
912,2014,4,Buenos Aires,4.19894350823666,2014-10-01
913,2014,4,Capital Federal,4.78178771127556,2014-10-01
914,2014,4,Catamarca,3.33600533479779,2014-10-01
915,2014,4,Chaco,3.97740036330609,2014-10-01
916,2014,4,Chubut,3.17464915813126,2014-10-01
917,2014,4,Córdoba,4.09290306218457,2014-10-01
918,2014,4,Corrientes,3.8061123116725,2014-10-01
919,2014,4,Entre Ríos,3.80005178711007,2014-10-01
920,2014,4,Formosa,3.02332661782662,2014-10-01
921,2014,4,Jujuy,3.12764210819079,2014-10-01
922,2014,4,La Pampa,2.7542087306377,2014-10-01
923,2014,4,La Rioja,3.58202389952445,2014-10-01
924,2014,4,Mendoza,3.49876776859991,2014-10-01
925,2014,4,Misiones,4.02561996141346,2014-10-01
926,2014,4,Neuquén,3.85077258259739,2014-10-01
927,2014,4,Río Negro,3.54312925425425,2014-10-01
928,2014,4,Salta,3.86225943150255,2014-10-01
929,2014,4,San Juan,3.47522016922811,2014-10-01
930,2014,4,San Luis,3.50362120635887,2014-10-01
931,2014,4,Santa Cruz,3.33302618371396,2014-10-01
932,2014,4,Santa Fe,3.78070786071651,2014-10-01
933,2014,4,Santiago Del Estero,3.45822447265973,2014-10-01
934,2014,4,Tierra Del Fuego,3.47472446989241,2014-10-01
935,2014,4,Tucumán,3.86061231024495,2014-10-01
936,2014,3,Buenos Aires,3.96904699117324,2014-07-01
937,2014,3,Capital Federal,4.43738094339007,2014-07-01
938,2014,3,Catamarca,2.91517617504052,2014-07-01
939,2014,3,Chaco,3.461947812451,2014-07-01
940,2014,3,Chubut,3.16574179076398,2014-07-01
941,2014,3,Córdoba,3.66006224955991,2014-07-01
942,2014,3,Corrientes,3.41092777664112,2014-07-01
943,2014,3,Entre Ríos,3.39960794175268,2014-07-01
944,2014,3,Formosa,2.65628301523038,2014-07-01
945,2014,3,Jujuy,2.93070539025186,2014-07-01
946,2014,3,La Pampa,2.81651954574832,2014-07-01
947,2014,3,La Rioja,3.09517878464149,2014-07-01
948,2014,3,Mendoza,3.50285317684907,2014-07-01
949,2014,3,Misiones,3.57752385757149,2014-07-01
950,2014,3,Neuquén,3.7429104879161,2014-07-01
951,2014,3,Río Negro,3.47997917029004,2014-07-01
952,2014,3,Salta,3.41091036248803,2014-07-01
953,2014,3,San Juan,3.47372598559039,2014-07-01
954,2014,3,San Luis,3.50311319018405,2014-07-01
955,2014,3,Santa Cruz,3.30732226015574,2014-07-01
956,2014,3,Santa Fe,3.37559291224911,2014-07-01
957,2014,3,Santiago Del Estero,3.09954651038892,2014-07-01
958,2014,3,Tierra Del Fuego,3.47098171141966,2014-07-01
959,2014,3,Tucumán,3.34989752676935,2014-07-01
960,2014,2,Buenos Aires,3.85186276004367,2014-04-01
961,2014,2,Capital Federal,4.24999122363848,2014-04-01
962,2014,2,Catamarca,2.9153584248268,2014-04-01
963,2014,2,Chaco,3.4206301023632,2014-04-01
964,2014,2,Chubut,3.15640525285759,2014-04-01
965,2014,2,Córdoba,3.55678596068326,2014-04-01
966,2014,2,Corrientes,3.36697059898026,2014-04-01
967,2014,2,Entre Ríos,3.31240030997454,2014-04-01
968,2014,2,Formosa,2.65235125,2014-04-01
969,2014,2,Jujuy,2.76903167947822,2014-04-01
970,2014,2,La Pampa,2.68457605542687,2014-04-01
971,2014,2,La Rioja,3.09515334338864,2014-04-01
972,2014,2,Mendoza,3.50303318206071,2014-04-01
973,2014,2,Misiones,3.54002388571276,2014-04-01
974,2014,2,Neuquén,3.66470433804515,2014-04-01
975,2014,2,Río Negro,3.42862575044451,2014-04-01
976,2014,2,Salta,3.39113775110879,2014-04-01
977,2014,2,San Juan,3.47248406459358,2014-04-01
978,2014,2,San Luis,3.50410448104175,2014-04-01
979,2014,2,Santa Cruz,3.31815166016344,2014-04-01
980,2014,2,Santa Fe,3.31169104109792,2014-04-01
981,2014,2,Santiago Del Estero,3.06975092114959,2014-04-01
982,2014,2,Tierra Del Fuego,3.47009598681291,2014-04-01
983,2014,2,Tucumán,3.34994476711167,2014-04-01
984,2014,1,Buenos Aires,3.73313279998293,2014-01-01
985,2014,1,Capital Federal,4.02408151087022,2014-01-01
986,2014,1,Catamarca,2.80273440079234,2014-01-01
987,2014,1,Chaco,3.25583730374444,2014-01-01
988,2014,1,Chubut,3.17591667514646,2014-01-01
989,2014,1,Córdoba,3.38740458152481,2014-01-01
990,2014,1,Corrientes,3.21862508234916,2014-01-01
991,2014,1,Entre Ríos,3.16729008998272,2014-01-01
992,2014,1,Formosa,2.57372921091968,2014-01-01
993,2014,1,Jujuy,2.69026334940686,2014-01-01
994,2014,1,La Pampa,2.64721042446136,2014-01-01
995,2014,1,La Rioja,2.96474037298708,2014-01-01
996,2014,1,Mendoza,3.50268055655512,2014-01-01
997,2014,1,Misiones,3.40312626767991,2014-01-01
998,2014,1,Neuquén,3.54930165082541,2014-01-01
999,2014,1,Río Negro,3.3537963181895,2014-01-01
1000,2014,1,Salta,3.30090197925452,2014-01-01
1001,2014,1,San Juan,3.46913845974917,2014-01-01
1002,2014,1,San Luis,3.50281532213108,2014-01-01
1003,2014,1,Santa Cruz,3.31599147982063,2014-01-01
1004,2014,1,Santa Fe,3.14740684527868,2014-01-01
1005,2014,1,Santiago Del Estero,2.94947172149921,2014-01-01
1006,2014,1,Tierra Del Fuego,3.44688793732356,2014-01-01
1007,2014,1,Tucumán,3.20834182355113,2014-01-01
